Entity,Code,Year,Per capita CO₂ emissions (tonnes per capita)
Algeria,DZA,1985,3.217644869
Algeria,DZA,1986,3.273503628
Algeria,DZA,1987,3.507143717
Algeria,DZA,1988,3.403942859
Algeria,DZA,1989,3.159763338
Algeria,DZA,1990,2.961390606
Algeria,DZA,1991,2.967702625
Algeria,DZA,1992,2.938872544
Algeria,DZA,1993,2.949027446
Algeria,DZA,1994,3.037370672
Algeria,DZA,1995,3.286084341
Algeria,DZA,1996,3.290767207
Algeria,DZA,1997,2.911125714
Algeria,DZA,1998,3.514694492
Algeria,DZA,1999,2.97955745
Algeria,DZA,2000,2.804118656
Algeria,DZA,2001,2.651945678
Algeria,DZA,2002,2.794392645
Algeria,DZA,2003,2.809824683
Algeria,DZA,2004,2.675911352
Algeria,DZA,2005,3.198503733
Algeria,DZA,2006,2.966469705
Algeria,DZA,2007,3.16034207
Algeria,DZA,2008,3.127642017
Algeria,DZA,2009,3.388785806
Algeria,DZA,2010,3.26195417
Algeria,DZA,2011,3.253892605
Algeria,DZA,2012,3.41027719
Algeria,DZA,2013,3.454345269
Algeria,DZA,2014,3.660570765
Algeria,DZA,2015,3.77694323
Algeria,DZA,2016,3.703340218
Algeria,DZA,2017,3.643711196
Andorra,AND,1800,0
Andorra,AND,1801,0
Andorra,AND,1802,0
Andorra,AND,1803,0
Andorra,AND,1804,0
Andorra,AND,1805,0
Andorra,AND,1806,0
Andorra,AND,1807,0
Andorra,AND,1808,0
Andorra,AND,1809,0
Andorra,AND,1810,0
Andorra,AND,1811,0
Andorra,AND,1812,0
Andorra,AND,1813,0
Andorra,AND,1814,0
Andorra,AND,1815,0
Andorra,AND,1816,0
Andorra,AND,1817,0
Andorra,AND,1818,0
Andorra,AND,1819,0
Andorra,AND,1820,0
Andorra,AND,1821,0
Andorra,AND,1822,0
Andorra,AND,1823,0
Andorra,AND,1824,0
Andorra,AND,1825,0
Andorra,AND,1826,0
Andorra,AND,1827,0
Andorra,AND,1828,0
Andorra,AND,1829,0
Andorra,AND,1830,0
Andorra,AND,1831,0
Andorra,AND,1832,0
Andorra,AND,1833,0
Andorra,AND,1834,0
Andorra,AND,1835,0
Andorra,AND,1836,0
Andorra,AND,1837,0
Andorra,AND,1838,0
Andorra,AND,1839,0
Andorra,AND,1840,0
Andorra,AND,1841,0
Andorra,AND,1842,0
Andorra,AND,1843,0
Andorra,AND,1844,0
Andorra,AND,1845,0
Andorra,AND,1846,0
Andorra,AND,1847,0
Andorra,AND,1848,0
Andorra,AND,1849,0
Andorra,AND,1850,0
Andorra,AND,1851,0
Andorra,AND,1852,0
Andorra,AND,1853,0
Andorra,AND,1854,0
Andorra,AND,1855,0
Andorra,AND,1856,0
Andorra,AND,1857,0
Andorra,AND,1858,0
Andorra,AND,1859,0
Andorra,AND,1860,0
Andorra,AND,1861,0
Andorra,AND,1862,0
Andorra,AND,1863,0
Andorra,AND,1864,0
Andorra,AND,1865,0
Andorra,AND,1866,0
Andorra,AND,1867,0
Andorra,AND,1868,0
Andorra,AND,1869,0
Andorra,AND,1870,0
Andorra,AND,1871,0
Andorra,AND,1872,0
Andorra,AND,1873,0
Andorra,AND,1874,0
Andorra,AND,1875,0
Andorra,AND,1876,0
Andorra,AND,1877,0
Andorra,AND,1878,0
Andorra,AND,1879,0
Andorra,AND,1880,0
Andorra,AND,1881,0
Andorra,AND,1882,0
Andorra,AND,1883,0
Andorra,AND,1884,0
Andorra,AND,1885,0
Andorra,AND,1886,0
Andorra,AND,1887,0
Andorra,AND,1888,0
Andorra,AND,1889,0
Andorra,AND,1890,0
Andorra,AND,1891,0
Andorra,AND,1892,0
Andorra,AND,1893,0
Andorra,AND,1894,0
Andorra,AND,1895,0
Andorra,AND,1896,0
Andorra,AND,1897,0
Andorra,AND,1898,0
Andorra,AND,1899,0
Andorra,AND,1900,0
Andorra,AND,1901,0
Andorra,AND,1902,0
Andorra,AND,1903,0
Andorra,AND,1904,0
Andorra,AND,1905,0
Andorra,AND,1906,0
Andorra,AND,1907,0
Andorra,AND,1908,0
Andorra,AND,1909,0
Andorra,AND,1910,0
Andorra,AND,1911,0
Andorra,AND,1912,0
Andorra,AND,1913,0
Andorra,AND,1914,0
Andorra,AND,1915,0
Andorra,AND,1916,0
Andorra,AND,1917,0
Andorra,AND,1918,0
Andorra,AND,1919,0
Andorra,AND,1920,0
Andorra,AND,1921,0
Andorra,AND,1922,0
Andorra,AND,1923,0
Andorra,AND,1924,0
Andorra,AND,1925,0
Andorra,AND,1926,0
Andorra,AND,1927,0
Andorra,AND,1928,0
Andorra,AND,1929,0
Andorra,AND,1930,0
Andorra,AND,1931,0
Andorra,AND,1932,0
Andorra,AND,1933,0
Andorra,AND,1934,0
Andorra,AND,1935,0
Andorra,AND,1936,0
Andorra,AND,1937,0
Andorra,AND,1938,0
Andorra,AND,1939,0
Andorra,AND,1940,0
Andorra,AND,1941,0
Andorra,AND,1942,0
Andorra,AND,1943,0
Andorra,AND,1944,0
Andorra,AND,1945,0
Andorra,AND,1946,0
Andorra,AND,1947,0
Andorra,AND,1948,0
Andorra,AND,1949,0
Andorra,AND,1950,0
Andorra,AND,1951,0
Andorra,AND,1952,0
Andorra,AND,1953,0
Andorra,AND,1954,0
Andorra,AND,1955,0
Andorra,AND,1956,0
Andorra,AND,1957,0
Andorra,AND,1958,0
Andorra,AND,1959,0
Andorra,AND,1960,0
Andorra,AND,1961,0
Andorra,AND,1962,0
Andorra,AND,1963,0
Andorra,AND,1964,0
Andorra,AND,1965,0
Andorra,AND,1966,0
Andorra,AND,1967,0
Andorra,AND,1968,0
Andorra,AND,1969,0
Andorra,AND,1970,0
Andorra,AND,1971,0
Andorra,AND,1972,0
Andorra,AND,1973,0
Andorra,AND,1974,0
Andorra,AND,1975,0
Andorra,AND,1976,0
Andorra,AND,1977,0
Andorra,AND,1978,0
Andorra,AND,1979,0
Andorra,AND,1980,0
Andorra,AND,1981,0
Andorra,AND,1982,0
Andorra,AND,1983,0
Andorra,AND,1984,0
Andorra,AND,1985,0
Andorra,AND,1986,0
Andorra,AND,1987,0
Andorra,AND,1988,0
Andorra,AND,1989,0
Andorra,AND,1990,7.461226586
Andorra,AND,1991,7.176580614
Andorra,AND,1992,6.906398587
Andorra,AND,1993,6.730544029
Andorra,AND,1994,6.488887471
Andorra,AND,1995,6.65660141
Andorra,AND,1996,7.059291485
Andorra,AND,1997,7.233789855
Andorra,AND,1998,7.654516541
Andorra,AND,1999,7.968929626
Andorra,AND,2000,8.012723658
Andorra,AND,2001,7.780579439
Andorra,AND,2002,7.584405202
Andorra,AND,2003,7.309775628
Andorra,AND,2004,7.352604795
Andorra,AND,2005,7.293899857
Andorra,AND,2006,6.740699584
Andorra,AND,2007,6.514132288
Andorra,AND,2008,6.42262792
Andorra,AND,2009,6.116644171
Andorra,AND,2010,6.117585762
Andorra,AND,2011,5.862330002
Andorra,AND,2012,5.911756499
Andorra,AND,2013,5.895925137
Andorra,AND,2014,5.827398609
Andorra,AND,2015,6.117345861
Andorra,AND,2016,6.618791812
Andorra,AND,2017,6.758706035
Angola,AGO,1800,0
Angola,AGO,1801,0
Angola,AGO,1802,0
Angola,AGO,1803,0
Angola,AGO,1804,0
Angola,AGO,1805,0
Angola,AGO,1806,0
Angola,AGO,1807,0
Angola,AGO,1808,0
Angola,AGO,1809,0
Angola,AGO,1810,0
Angola,AGO,1811,0
Angola,AGO,1812,0
Angola,AGO,1813,0
Angola,AGO,1814,0
Angola,AGO,1815,0
Angola,AGO,1816,0
Angola,AGO,1817,0
Angola,AGO,1818,0
Angola,AGO,1819,0
Angola,AGO,1820,0
Angola,AGO,1821,0
Angola,AGO,1822,0
Angola,AGO,1823,0
Angola,AGO,1824,0
Angola,AGO,1825,0
Angola,AGO,1826,0
Angola,AGO,1827,0
Angola,AGO,1828,0
Angola,AGO,1829,0
Angola,AGO,1830,0
Angola,AGO,1831,0
Angola,AGO,1832,0
Angola,AGO,1833,0
Angola,AGO,1834,0
Angola,AGO,1835,0
Angola,AGO,1836,0
Angola,AGO,1837,0
Angola,AGO,1838,0
Angola,AGO,1839,0
Angola,AGO,1840,0
Angola,AGO,1841,0
Angola,AGO,1842,0
Angola,AGO,1843,0
Angola,AGO,1844,0
