# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Sep  4 15:42:21 2023
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN hd_name:        HD ID
# COLUMN hip_name:       HIP ID
# COLUMN tic_id:         TIC ID
# COLUMN gaia_id:        GAIA ID
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN sy_mnum:        Number of Moons
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN disc_telescope: Discovery Telescope
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN pl_ratror:      Ratio of Planet to Stellar Radius
# COLUMN pl_ratrorerr1:  Ratio of Planet to Stellar Radius Upper Unc.
# COLUMN pl_ratrorerr2:  Ratio of Planet to Stellar Radius Lower Unc.
# COLUMN pl_ratrorlim:   Ratio of Planet to Stellar Radius Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_lumerr1:     Stellar Luminosity Upper Unc. [log(Solar)]
# COLUMN st_lumerr2:     Stellar Luminosity Lower Unc. [log(Solar)]
# COLUMN st_lumlim:      Stellar Luminosity Limit Flag
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_ageerr1:     Stellar Age Upper Unc. [Gyr]
# COLUMN st_ageerr2:     Stellar Age Lower Unc. [Gyr]
# COLUMN st_agelim:      Stellar Age Limit Flag
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN st_denserr1:    Stellar Density Upper Unc. [g/cm**3]
# COLUMN st_denserr2:    Stellar Density Lower Unc. [g/cm**3]
# COLUMN st_denslim:     Stellar Density Limit Flag
# COLUMN st_vsin:        Stellar Rotational Velocity [km/s]
# COLUMN st_vsinerr1:    Stellar Rotational Velocity [km/s] Upper Unc.
# COLUMN st_vsinerr2:    Stellar Rotational Velocity [km/s] Lower Unc.
# COLUMN st_vsinlim:     Stellar Rotational Velocity Limit Flag
# COLUMN st_rotp:        Stellar Rotational Period [days]
# COLUMN st_rotperr1:    Stellar Rotational Period [days] Upper Unc.
# COLUMN st_rotperr2:    Stellar Rotational Period [days] Lower Unc.
# COLUMN st_rotplim:     Stellar Rotational Period Limit Flag
# COLUMN st_radv:        Systemic Radial Velocity [km/s]
# COLUMN st_radverr1:    Systemic Radial Velocity Upper Unc. [km/s]
# COLUMN st_radverr2:    Systemic Radial Velocity Lower Unc. [km/s]
# COLUMN st_radvlim:     Systemic Radial Velocity Limit Flag
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
#
loc_rowid,pl_name,hostname,pl_letter,hd_name,hip_name,tic_id,gaia_id,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_year,disc_facility,disc_telescope,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_radv,st_radverr1,st_radverr2,st_radvlim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
572,HD 126525 b,HD 126525,b,HD 126525,HIP 70695,TIC 333459486,Gaia DR2 5898641087150340224,1,1,0,Radial Velocity,2018,La Silla Observatory,3.6 m ESO Telescope,0,960.41000000,6.19000000,-6.33000000,0,1.837000,0.010000,-0.010000,0,10.300,,,0,0.919,,,0,75.32571,0.63566,-0.63566,0,0.23700,0.00200,-0.00200,0,Msini,0.035000,0.039000,-0.024000,0,,,,,,,,,0,,,,,G4 V,5638.00,13.00,-13.00,0,0.98,0.03,-0.03,0,0.90,0.01,-0.01,0,-0.100,0.010,-0.010,0,[Fe/H],-0.040,0.001,-0.001,0,4.38,0.03,-0.03,0,9.670,1.333,-1.333,0,1.41721,0.29095,-0.25226,0,3.0000,,,0,40.00,,,0,12.50,0.20,-0.20,0,14h27m32.46s,216.8852514,-51d55m58.48s,-51.9329118,37.6506000,0.0665000,-0.0663000,7.8500000,0.0300000,-0.0300000,6.2150000,0.0230000,-0.0230000,7.6697800,0.0003750,-0.0003750
573,HD 12661 b,HD 12661,b,HD 12661,HIP 9683,TIC 118268680,Gaia DR2 105332908999068032,1,2,0,Radial Velocity,2000,Multiple Observatories,Multiple Telescopes,0,262.70862000,0.08300000,-0.08300000,0,0.840000,0.020000,-0.020000,0,13.300,,,0,1.180,,,0,772.32690,44.49620,-44.49620,0,2.43000,0.14000,-0.14000,0,Msini,0.380000,0.010000,-0.010000,0,,,,,,,,,0,,,,,K0,5645.00,31.00,-31.00,0,1.20,0.02,-0.02,0,1.20,0.10,-0.10,0,0.360,,,0,[Fe/H],0.133,0.010,-0.010,0,4.36,0.03,-0.03,0,6.390,1.940,-1.940,0,0.78842,0.17034,-0.13347,0,1.3000,0.5000,-0.5000,0,,,,,-47.38,0.13,-0.13,0,02h04m34.16s,31.1423525,+25d24m48.83s,25.4135632,37.8478000,0.0633000,-0.0630000,7.4300000,0.0300000,-0.0300000,5.8610000,0.0240000,-0.0240000,7.2474600,0.0003700,-0.0003700
574,HD 12661 c,HD 12661,c,HD 12661,HIP 9683,TIC 118268680,Gaia DR2 105332908999068032,1,2,0,Radial Velocity,2002,Multiple Observatories,Multiple Telescopes,0,1708.00000000,14.00000000,-14.00000000,0,2.814500,0.023800,-0.023800,0,13.400,,,0,1.200,,,0,575.88400,15.25500,-15.25500,0,1.81200,0.04800,-0.04800,0,Msini,0.031000,0.022000,-0.022000,0,,,,,,,,,0,,,,,K0,5748.00,70.00,-70.00,0,1.11,0.08,-0.08,0,1.02,0.02,-0.02,0,0.360,0.030,-0.030,0,[Fe/H],0.063,0.063,-0.063,0,4.32,0.03,-0.03,0,6.390,1.940,-1.940,0,0.78842,0.17034,-0.13347,0,1.3000,0.5000,-0.5000,0,,,,,-47.38,0.13,-0.13,0,02h04m34.16s,31.1423525,+25d24m48.83s,25.4135632,37.8478000,0.0633000,-0.0630000,7.4300000,0.0300000,-0.0300000,5.8610000,0.0240000,-0.0240000,7.2474600,0.0003700,-0.0003700
575,HD 126614 b,HD 126614,b,HD 126614,HIP 70623,TIC 287973473,Gaia DR2 3641697998570813952,3,1,0,Radial Velocity,2009,W. M. Keck Observatory,10 m Keck I Telescope,0,1257.25303000,5.95652000,-6.18760000,0,2.249000,0.088000,-0.096000,0,12.700,,,0,1.140,,,0,107.74383,64.83700,-6.03874,0,0.33900,0.20400,-0.01900,0,Mass,0.548000,0.063000,-0.062000,0,,,,,,,,,0,,,,,G8 IV,5568.00,23.00,-23.00,0,1.37,0.03,-0.03,0,0.96,0.12,-0.12,0,0.560,0.040,-0.040,0,[Fe/H],0.083,0.063,-0.074,0,4.17,0.03,-0.03,0,7.200,2.000,-2.000,0,0.55842,0.09761,-0.12448,0,1.5000,0.5000,-0.5000,0,,,,,-32.50,,,0,14h26m48.12s,216.7005171,-05d10m42.27s,-5.1784093,73.0961000,0.2453000,-0.2436000,8.8100000,0.0300000,-0.0300000,7.0600000,0.0360000,-0.0360000,8.6190700,0.0002870,-0.0002870
576,HD 127506 b,HD 127506,b,HD 127506,HIP 70950,TIC 286992966,Gaia DR2 1480314599451475712,1,1,0,Radial Velocity,2022,Multiple Observatories,Multiple Telescopes,0,65.78395000,0.34360000,-0.25547000,0,0.287000,0.011000,-0.011000,0,5.670,,,0,0.506,,,0,27.33324,5.08525,-7.94571,0,0.08600,0.01600,-0.02500,0,Msini,0.240000,0.156000,-0.150000,0,,,,,,,,,0,,,,,K3V,4595.32,121.68,-167.14,0,0.74,0.08,-0.05,0,0.73,0.08,-0.08,0,-0.080,0.050,-0.050,0,[M/H],-0.663,0.028,-0.017,0,4.57,0.11,-0.10,0,,,,,2.58386,0.85455,-0.77452,0,3.0000,,,0,,,,,-19.20,0.10,-0.10,0,14h30m44.37s,217.6848544,+35d27m16.58s,35.4546059,22.5279000,0.0189000,-0.0190000,8.7000000,0.0010000,-0.0010000,6.1350000,0.0170000,-0.0170000,8.3320100,0.0003500,-0.0003500
577,HD 128311 b,HD 128311,b,HD 128311,HIP 71395,TIC 349606708,Gaia DR2 1176209886733406592,1,2,0,Radial Velocity,2002,W. M. Keck Observatory,10 m Keck I Telescope,0,453.01900000,0.40400000,-0.40400000,0,1.084000,0.006000,-0.006000,0,13.500,,,0,1.200,,,0,562.24127,7.31009,-7.31009,0,1.76900,0.02300,-0.02300,0,Msini,0.303000,0.011000,-0.011000,0,,,,,,,,,0,,,,,K0,4965.00,44.00,-44.00,0,0.76,0.02,-0.02,0,0.83,0.01,-0.01,0,0.080,0.030,-0.030,0,[Fe/H],-0.512,0.001,-0.001,0,4.61,0.01,-0.02,0,0.960,,,1,2.60924,0.83693,-0.62225,0,3.6500,,,0,,,,,-9.62,0.15,-0.15,0,14h36m00.78s,219.0032292,+09d44m43.57s,9.7454368,16.3292000,0.0199000,-0.0198000,7.4800000,0.0300000,-0.0300000,5.1420000,0.0170000,-0.0170000,7.1671900,0.0005370,-0.0005370
578,HD 128311 c,HD 128311,c,HD 128311,HIP 71395,TIC 349606708,Gaia DR2 1176209886733406592,1,2,0,Radial Velocity,2005,W. M. Keck Observatory,10 m Keck I Telescope,0,921.53800000,1.15000000,-1.15000000,0,1.740000,0.010000,-0.010000,0,13.000,,,0,1.160,,,0,1204.25787,293.67492,-137.30256,0,3.78900,0.92400,-0.43200,0,Mass,0.159000,0.006000,-0.006000,0,,,,,,,,,0,,,,,K0,4965.00,44.00,-44.00,0,0.76,0.02,-0.02,0,0.83,0.01,-0.01,0,0.080,0.030,-0.030,0,[Fe/H],-0.512,0.001,-0.001,0,4.61,0.01,-0.02,0,0.960,,,1,2.60924,0.83693,-0.62225,0,3.6500,,,0,,,,,-9.62,0.15,-0.15,0,14h36m00.78s,219.0032292,+09d44m43.57s,9.7454368,16.3292000,0.0199000,-0.0198000,7.4800000,0.0300000,-0.0300000,5.1420000,0.0170000,-0.0170000,7.1671900,0.0005370,-0.0005370
579,HD 128356 b,HD 128356,b,HD 128356,HIP 71481,TIC 1056530200,Gaia DR2 6223838830917236224,1,1,0,Radial Velocity,2016,Multiple Observatories,Multiple Telescopes,0,298.20000000,1.60000000,-1.60000000,0,0.870000,0.030000,-0.030000,0,13.900,,,0,1.240,,,0,282.86870,22.24810,-22.24810,0,0.89000,0.07000,-0.07000,0,Msini,0.570000,0.080000,-0.080000,0,,,,,,,,,0,,,,,K3 V,4875.00,100.00,-100.00,0,0.85,0.02,-0.02,0,0.65,0.05,-0.05,0,0.170,0.100,-0.100,0,[Fe/H],-0.444,0.012,-0.012,0,4.52,0.06,-0.06,0,10.000,5.000,-5.000,0,1.73248,0.45520,-0.47403,0,1.3000,0.1000,-0.1000,0,,,,,,,,,14h37m04.87s,219.2702793,-25d48m11.42s,-25.8031728,26.1548000,0.0446000,-0.0445000,8.2411000,0.0459000,-0.0459000,5.9970000,0.0240000,,7.9774500,0.0004520,-0.0004520
580,HD 129445 b,HD 129445,b,HD 129445,HIP 72203,TIC 258186667,Gaia DR2 5800013451037514496,1,1,0,Radial Velocity,2009,Las Campanas Observatory,6.5 m Magellan II Clay Telescope,0,1840.00000000,55.00000000,-55.00000000,0,2.900000,0.200000,-0.200000,0,13.300,,,0,1.180,,,0,797.74930,349.61125,-171.62734,0,2.51000,1.10000,-0.54000,0,Mass,0.700000,0.100000,-0.100000,0,,,,,,,,,0,,,,,G6 V,5646.00,42.00,-42.00,0,1.18,0.01,-0.01,0,0.99,,,0,0.250,,,0,[Fe/H],0.090,0.002,-0.002,0,4.28,0.10,-0.10,0,,,,,0.90369,0.20191,-0.16815,0,3.0000,,,0,,,,,7.50,0.20,-0.20,0,14h46m02.50s,221.5104196,-68d45m46.76s,-68.7629901,67.4386000,0.1609000,-0.1601000,8.8000000,0.0300000,-0.0300000,7.1670000,0.0260000,-0.0260000,8.6178000,0.0001890,-0.0001890
581,HD 130322 b,HD 130322,b,HD 130322,HIP 72339,TIC 189694184,Gaia DR2 3650718804281798912,1,1,0,Radial Velocity,1999,La Silla Observatory,1.2 m Leonhard Euler Telescope,0,10.70871000,0.00018000,-0.00018000,0,0.092500,,,0,13.700,,,0,1.220,,,0,365.49000,,,0,1.15000,,,0,Msini,0.029000,0.016000,-0.016000,0,,,,,720,,,0,0,,,,,K0 V,5387.00,44.00,-44.00,0,0.85,0.04,-0.04,0,0.92,0.03,-0.03,0,-0.020,0.030,-0.030,0,[Fe/H],-0.235,0.001,-0.001,0,4.52,0.06,-0.06,0,0.350,,,0,1.95795,0.32982,-0.48213,0,0.5000,0.5000,-0.5000,0,,,,,-12.50,0.00,0.00,0,14h47m32.59s,221.8857975,-00d16m55.48s,-0.2820782,31.8766000,0.0729000,-0.0727000,8.0400000,0.0300000,-0.0300000,6.2340000,0.0230000,-0.0230000,7.8344800,0.0006230,-0.0006230
582,HD 131496 b,HD 131496,b,HD 131496,HIP 72845,TIC 267365022,Gaia DR2 1236429004715336576,1,1,0,Radial Velocity,2011,W. M. Keck Observatory,10 m Keck I Telescope,0,896.00000000,16.00000000,-16.00000000,0,2.010000,0.120000,-0.120000,0,13.400,,,0,1.200,,,0,572.09400,31.78300,-31.78300,0,1.80000,0.10000,-0.10000,0,Msini,0.181000,0.060000,-0.060000,0,,,,,,,,,0,,,,,K0,4846.00,,,0,4.44,,,0,1.34,,,0,0.250,0.030,-0.030,0,[Fe/H],0.991,0.022,-0.023,0,3.18,,,0,2.700,0.500,-0.500,0,,,,,0.4800,0.5000,-0.5000,0,,,,,1.36,0.16,-0.16,0,14h53m23.08s,223.3461495,+18d14m06.94s,18.2352618,131.8490000,1.1530000,-1.1530000,7.8000000,0.0300000,-0.0300000,5.4370000,0.0180000,-0.0180000,7.5212400,0.0004250,-0.0004250
583,HD 13167 b,HD 13167,b,HD 13167,HIP 9960,TIC 72638232,Gaia DR2 5121479777262042112,1,1,0,Radial Velocity,2018,W. M. Keck Observatory,10 m Keck I Telescope,0,2613.00000000,17.00000000,-17.00000000,0,4.100000,0.340000,-0.340000,0,13.100,,,0,1.170,,,0,1052.01730,50.85280,-50.85280,0,3.31000,0.16000,-0.16000,0,Msini,0.563000,0.033000,-0.033000,0,,,,,,,,,0,,,,,G3 V,5671.00,,,0,2.39,,,0,1.35,,,0,0.190,0.100,-0.100,0,[M/H],0.960,0.004,-0.004,0,3.72,,,0,,,,,0.04496,0.01037,-0.01066,0,,,,,,,,,16.16,0.20,-0.20,0,02h08m13.83s,32.0576350,-24d41m44.07s,-24.6955750,148.9340000,1.0920000,-1.0760000,8.3400000,0.0300000,-0.0300000,6.7110000,0.0200000,-0.0200000,8.1599700,0.0002910,-0.0002910
584,HD 13189 b,HD 13189,b,HD 13189,HIP 10085,TIC 63564248,Gaia DR2 325494788018024576,1,1,0,Radial Velocity,2005,Thueringer Landessternwarte Tautenburg,2.0 m Alfred Jensch Telescope,0,471.60001000,6.00000000,-6.00000000,0,1.250000,0.080000,-0.080000,0,12.400,,,0,1.110,,,0,3480.23850,928.06360,-928.06360,0,10.95000,2.92000,-2.92000,0,Msini,0.270000,0.060000,-0.060000,0,,,,,,,,,0,,,,,K2,4175.00,33.00,-33.00,0,38.41,4.84,-4.84,0,2.24,0.88,-0.88,0,-0.370,,,0,[Fe/H],2.636,0.017,-0.018,0,1.62,0.13,-0.13,0,,,,,,,,,,,,,,,,,26.00,0.22,-0.22,0,02h09m40.18s,32.4173964,+32d18m59.24s,32.3164548,497.8230000,15.5170000,-15.5170000,7.5700000,0.0300000,-0.0300000,3.9970000,0.0260000,-0.0260000,7.0174300,0.0004920,-0.0004920
585,HD 132406 b,HD 132406,b,HD 132406,HIP 73146,TIC 309808219,Gaia DR2 1594127865540229888,1,1,0,Radial Velocity,2007,Haute-Provence Observatory,1.93 m Telescope,0,974.00000000,39.00000000,-39.00000000,0,1.980000,0.060000,-0.060000,0,12.700,,,0,1.140,,,0,1970.53612,699.22250,-349.61125,0,6.20000,2.20000,-1.10000,0,Mass,0.340000,0.090000,-0.090000,0,,,,,,,,,0,,,,,G0 V,5783.00,38.00,-38.00,0,1.34,0.04,-0.04,0,1.03,0.15,-0.15,0,0.140,,,0,[Fe/H],0.260,0.010,-0.013,0,4.20,0.06,-0.06,0,7.187,0.660,-0.660,0,0.58387,0.15139,-0.11603,0,,,,,,,,,-37.80,0.19,-0.19,0,14h56m54.63s,224.2276121,+53d22m51.46s,53.3809615,70.7832000,0.1387000,-0.1381000,8.4500000,0.0300000,-0.0300000,6.8700000,0.0170000,-0.0170000,8.2807500,0.0002270,-0.0002270
586,HD 132563 b,HD 132563,b,HD 132563,HIP 73261 A,TIC 284680749,Gaia DR2 1585765117538284800,3,1,0,Radial Velocity,2011,Roque de los Muchachos Observatory,3.58 m Telescopio Nazionale Galileo,0,1544.00000000,34.00000000,-34.00000000,0,2.620000,0.040000,-0.040000,0,13.600,,,0,1.210,,,0,473.54700,28.60350,-28.60350,0,1.49000,0.09000,-0.09000,0,Msini,0.220000,0.090000,-0.090000,0,,,,,,,,,0,,,,,F8,6289.00,128.13,-128.13,0,1.30,0.07,-0.04,0,1.23,0.22,-0.15,0,-0.060,0.040,-0.040,0,[Fe/H],0.374,0.019,-0.014,0,4.30,0.08,-0.09,0,2.310,1.886,-1.886,0,0.79769,0.16883,-0.18763,0,,,,,,,,,,,,,14h58m21.43s,224.5892892,+44d02m34.29s,44.0428571,105.1550000,0.2820000,-0.2820000,8.9280010,0.0020000,-0.0020000,7.4310000,0.0210000,-0.0210000,8.8582100,0.0002520,-0.0002520
587,HD 133131 A b,HD 133131 A,b,HD 133131 A,HIP 73674 A,TIC 440955228,Gaia DR2 6224633983987510528,2,3,0,Radial Velocity,2016,Las Campanas Observatory,Multiple Telescopes,0,649.00000000,3.00000000,-3.00000000,0,1.440000,0.005000,-0.005000,0,13.600,,,0,1.210,,,0,451.31860,12.71320,-12.71320,0,1.42000,0.04000,-0.04000,0,Msini,0.330000,0.030000,-0.030000,0,,,,,,,,,0,,,,,G2 V,5799.00,19.00,-19.00,0,0.96,0.04,-0.05,0,0.95,,,0,-0.306,0.016,-0.016,0,[Fe/H],-0.017,0.002,-0.002,0,4.39,0.05,-0.05,0,9.700,,,0,1.71570,0.39832,-0.29222,0,4.0000,,,0,,,,,-15.80,0.40,-0.40,0,15h03m35.63s,225.8984524,-27d50m35.29s,-27.8431369,51.4736000,0.1491000,-0.1483000,7.6600000,0.0300000,-0.0300000,6.8950000,0.0200000,-0.0200000,8.2753200,0.0003450,-0.0003450
588,HD 133131 A c,HD 133131 A,c,HD 133131 A,HIP 73674 A,TIC 440955228,Gaia DR2 6224633983987510528,2,3,0,Radial Velocity,2016,Las Campanas Observatory,Multiple Telescopes,0,3568.00000000,1084.00000000,-1084.00000000,0,4.490000,0.920000,-0.920000,0,14.300,,,0,1.280,,,0,133.48860,47.67450,-47.67450,0,0.42000,0.15000,-0.15000,0,Msini,0.490000,0.220000,-0.220000,0,,,,,,,,,0,,,,,G2 V,5799.00,19.00,-19.00,0,0.96,0.04,-0.05,0,0.95,,,0,-0.306,0.016,-0.016,0,[Fe/H],-0.017,0.002,-0.002,0,4.39,0.05,-0.05,0,9.700,,,0,1.71570,0.39832,-0.29222,0,4.0000,,,0,,,,,-15.80,0.40,-0.40,0,15h03m35.63s,225.8984524,-27d50m35.29s,-27.8431369,51.4736000,0.1491000,-0.1483000,7.6600000,0.0300000,-0.0300000,6.8950000,0.0200000,-0.0200000,8.2753200,0.0003450,-0.0003450
589,HD 133131 B b,HD 133131 B,b,HD 133131 B,HIP 73674 B,TIC 440955225,Gaia DR2 6224633983987511552,2,3,0,Radial Velocity,2016,Las Campanas Observatory,6.5 m Magellan II Clay Telescope,0,5769.00000000,831.00000000,-831.00000000,0,6.150000,0.590000,-0.590000,0,13.300,,,0,1.180,,,0,794.57500,15.89150,-15.89150,0,2.50000,0.05000,-0.05000,0,Msini,0.610000,0.040000,-0.040000,0,,,,,,,,,0,,,,,G2 V,5805.00,15.00,-15.00,0,0.99,0.05,-0.03,0,0.93,,,0,-0.281,0.013,-0.013,0,[Fe/H],-0.009,0.002,-0.002,0,4.41,0.04,-0.04,0,9.700,,,0,1.71610,0.36837,-0.36838,0,7.0000,,,0,,,,,-15.34,0.26,-0.26,0,15h03m35.99s,225.8999745,-27d50m29.74s,-27.8415947,51.2993000,0.1684000,-0.1673000,8.4130000,0.0020000,-0.0020000,6.8960000,0.0260000,-0.0260000,8.2567400,0.0005130,-0.0005130
